student_id,topic,field_of_interest,quiz_score,concept_score,practical_score,confidence,prior_experience,hours_per_week,preferred_content,learning_style,difficulty_preference,completion_rate,avg_session_minutes,quiz_attempts,needs_revision,topic_prerequisite_score,interest_score,knowledge_gap,recommended_action,resource_type,recommendation_priority
1731,Classification,Machine Learning,37.47,49.54,49.17,38.59,None,3.59,Project,Hands-on,Adaptive,50.94,35.59,5,1,56.67,37.49,56.57,Learn Fundamentals,Article,High
2078,Overfitting & Underfitting,Machine Learning,38.73,0.0,11.78,0.0,Beginner,2.65,Project,Mixed,Adaptive,5.6,16.42,4,1,12.05,21.19,78.28,Learn Fundamentals,Video,High
3004,Logistic Regression,Machine Learning,0.0,0.0,5.15,17.4,Beginner,3.62,Project,Visual,Advanced,2.3,29.32,6,1,5.38,26.1,98.97,Learn Fundamentals,Video,High
844,React,Web Development,32.82,24.95,8.43,10.68,None,6.42,Documentation,Visual,Adaptive,21.96,32.72,5,1,18.39,17.03,74.42,Learn Fundamentals,Video,High
1172,REST APIs,Backend Development,12.38,0.0,19.13,10.93,None,8.02,Video,Hands-on,Beginner,23.11,26.19,6,1,6.9,17.91,89.98,Learn Fundamentals,Article,High
2161,React,Web Development,22.04,0.0,30.29,7.05,Some Experience,11.39,Video,Hands-on,Advanced,36.89,33.21,5,1,11.62,7.08,82.92,Learn Fundamentals,Article,High
429,Logistic Regression,Machine Learning,17.95,18.94,27.98,36.86,None,7.48,Practice Questions,Reading,Beginner,14.55,16.16,4,1,28.31,0.0,79.75,Learn Fundamentals,Article,High
1714,ML Fundamentals,Machine Learning,37.56,56.01,58.12,56.01,None,5.34,Practice Questions,Visual,Intermediate,34.68,27.92,3,1,46.44,28.55,52.79,Learn Fundamentals,Video,High
2291,FastAPI,Backend Development,10.08,27.44,26.07,28.99,Beginner,3.48,Project,Hands-on,Beginner,28.34,26.07,6,1,13.97,21.46,81.51,Learn Fundamentals,Article,High
431,REST APIs,Backend Development,39.54,33.9,2.84,36.59,None,8.01,Video,Visual,Adaptive,6.44,44.59,4,1,25.49,28.11,69.49,Learn Fundamentals,Video,High
3015,JavaScript,Web Development,25.49,31.05,23.03,4.42,Beginner,8.35,Interactive Course,Mixed,Adaptive,8.11,30.44,5,1,43.76,9.07,73.34,Learn Fundamentals,Video,High
3309,JavaScript,Web Development,23.85,12.69,23.73,23.39,Intermediate,1.0,Video,Visual,Beginner,28.87,26.86,6,1,30.8,15.05,79.52,Learn Fundamentals,Video,High
2956,Classification,Machine Learning,35.53,15.15,5.43,16.9,Some Experience,5.0,Interactive Course,Reading,Advanced,20.07,33.82,5,1,0.0,36.24,76.6,Learn Fundamentals,Article,High
4882,Logistic Regression,Machine Learning,31.62,21.6,0.0,25.25,Beginner,8.63,Interactive Course,Mixed,Adaptive,10.27,41.85,6,1,12.67,43.64,77.71,Learn Fundamentals,Video,High
1274,FastAPI,Backend Development,32.14,44.73,49.73,36.14,Intermediate,8.02,Article,Reading,Adaptive,13.65,46.46,4,1,15.59,19.04,60.57,Learn Fundamentals,Article,High
3318,Linear Regression,Machine Learning,14.51,36.07,14.25,21.71,Intermediate,15.02,Documentation,Reading,Beginner,11.34,13.29,6,1,10.57,22.6,79.08,Learn Fundamentals,Article,High
1386,Linear Regression,Machine Learning,47.78,48.85,33.2,39.6,Some Experience,3.11,Video,Mixed,Advanced,52.73,42.74,3,1,37.15,29.3,54.81,Learn Fundamentals,Video,High
3993,Deployment,DevOps/Cloud,6.52,20.21,31.35,25.72,Intermediate,1.4,Interactive Course,Visual,Intermediate,14.58,31.75,7,1,26.98,46.94,84.41,Learn Fundamentals,Video,High
2560,Classification,Machine Learning,26.5,7.04,27.42,21.23,Beginner,3.58,Article,Mixed,Adaptive,1.16,19.9,4,1,31.84,26.14,79.16,Learn Fundamentals,Video,High
4839,Logistic Regression,Machine Learning,27.86,31.37,11.85,40.73,Intermediate,1.0,Interactive Course,Reading,Adaptive,27.35,23.26,4,1,16.26,17.01,74.29,Learn Fundamentals,Article,High
3515,ML Fundamentals,Machine Learning,0.0,11.84,42.07,29.9,Beginner,6.07,Article,Mixed,Intermediate,54.82,14.08,6,1,0.0,23.07,88.03,Learn Fundamentals,Video,High
1969,SQL/Databases,Backend Development,41.54,60.86,13.76,68.99,Some Experience,3.02,Video,Hands-on,Adaptive,22.18,22.29,3,1,46.64,26.72,58.22,Study Core Material,Video,Medium
542,HTML/CSS,Web Development,35.14,30.39,77.91,28.65,Beginner,25.28,Interactive Course,Visual,Beginner,53.68,9.04,5,1,34.9,16.95,57.73,Learn Fundamentals,Video,High
1166,Classification,Machine Learning,16.14,44.4,29.4,5.98,Some Experience,9.81,Project,Reading,Intermediate,34.05,25.57,6,1,20.2,6.89,72.73,Learn Fundamentals,Article,High
4558,REST APIs,Backend Development,7.74,9.51,7.46,20.89,Intermediate,7.21,Interactive Course,Mixed,Beginner,27.12,39.24,5,1,0.0,33.26,91.79,Learn Fundamentals,Video,High
3751,EDA,Data Science,18.42,44.76,54.22,34.99,Intermediate,8.1,Article,Reading,Adaptive,42.66,35.76,7,1,47.34,36.72,66.52,Learn Fundamentals,Article,High
2937,Overfitting & Underfitting,Machine Learning,61.5,56.84,32.19,57.7,Beginner,1.99,Video,Hands-on,Adaptive,8.71,41.39,2,0,60.35,18.72,45.76,Study Core Material,Video,Medium
897,REST APIs,Backend Development,51.35,46.93,11.05,37.26,None,10.08,Video,Visual,Intermediate,24.51,43.8,5,1,26.18,19.45,58.03,Learn Fundamentals,Video,High
1433,Logistic Regression,Machine Learning,22.09,35.38,3.53,41.4,Beginner,2.49,Practice Questions,Reading,Beginner,28.49,31.83,5,1,37.47,39.51,77.64,Learn Fundamentals,Article,High
3973,REST APIs,Backend Development,24.04,29.08,58.43,31.19,None,2.86,Video,Reading,Intermediate,9.68,41.82,4,1,60.07,17.65,67.57,Learn Fundamentals,Article,High
2342,Deployment,DevOps/Cloud,18.57,8.83,15.55,29.23,None,6.87,Interactive Course,Mixed,Adaptive,40.33,26.41,6,1,40.08,10.11,84.95,Learn Fundamentals,Video,High
4814,React,Web Development,40.22,58.32,34.06,83.26,None,7.3,Article,Mixed,Adaptive,27.28,56.2,4,1,49.26,32.2,55.58,Study Core Material,Article,Medium
3444,Git/GitHub,Software Development,48.81,55.94,44.24,41.21,Advanced,1.0,Practice Questions,Hands-on,Adaptive,20.65,37.01,3,1,56.89,12.84,49.97,Revision,Practice Questions,Medium
985,Clustering,Machine Learning,48.95,64.94,25.8,55.52,None,5.27,Article,Reading,Intermediate,23.97,41.06,3,1,56.87,19.21,50.88,Study Core Material,Interactive Course,Medium
2474,FastAPI,Backend Development,16.24,23.82,29.15,33.77,Intermediate,6.38,Interactive Course,Reading,Adaptive,41.96,58.93,5,1,2.13,52.87,78.9,Learn Fundamentals,Article,High
2656,Decision Trees,Machine Learning,18.93,28.56,0.0,66.61,None,1.32,Interactive Course,Reading,Beginner,14.73,40.62,6,1,2.23,21.74,81.97,Learn Fundamentals,Article,High
3240,HTML/CSS,Web Development,65.36,89.25,63.15,68.47,None,7.66,Video,Hands-on,Adaptive,15.87,19.52,3,0,61.94,12.3,27.92,Study Core Material,Documentation,Medium
4147,FastAPI,Backend Development,15.81,17.3,3.7,,Beginner,5.6,Practice Questions,Hands-on,Intermediate,0.0,25.33,5,1,21.76,18.27,86.17,Learn Fundamentals,Article,High
3493,Git/GitHub,Software Development,62.2,66.13,17.04,37.84,None,4.58,Article,Reading,Adaptive,27.41,27.03,3,0,70.15,5.17,45.65,Revision,Video,Medium
4231,Classification,Machine Learning,14.87,0.0,55.9,21.39,Intermediate,12.59,Video,Mixed,Intermediate,38.1,14.19,6,1,2.49,35.02,81.38,Learn Fundamentals,Video,High
1802,Classification,Machine Learning,47.45,47.51,39.44,68.01,Intermediate,3.89,Article,Hands-on,Intermediate,34.39,46.82,3,1,34.47,24.21,54.13,Learn Fundamentals,Article,High
690,SQL/Databases,Backend Development,0.0,36.08,0.0,33.04,Beginner,10.06,Interactive Course,Hands-on,Adaptive,27.86,33.53,6,1,18.66,0.0,89.18,Learn Fundamentals,Article,High
2691,Git/GitHub,Software Development,0.81,26.94,49.82,19.85,Beginner,6.74,Interactive Course,Visual,Advanced,36.11,24.28,5,1,26.44,14.59,81.55,Learn Fundamentals,Video,High
1263,React,Web Development,50.9,71.31,41.56,,None,5.59,Article,Hands-on,Adaptive,24.65,36.98,4,1,45.43,18.87,44.84,Revision,Video,Medium
3961,Clustering,Machine Learning,33.05,35.65,11.38,21.27,Some Experience,3.5,Interactive Course,Reading,Advanced,5.21,40.77,3,1,28.22,13.11,70.5,Learn Fundamentals,Article,High
1478,Git/GitHub,Software Development,0.0,12.27,18.37,26.98,Beginner,5.51,Video,Mixed,Adaptive,18.16,34.5,5,1,10.04,35.26,92.64,Learn Fundamentals,Video,High
4355,Clustering,Machine Learning,23.86,37.47,21.11,30.59,Some Experience,3.14,Practice Questions,Visual,Adaptive,8.93,29.06,3,1,28.42,9.53,72.6,Learn Fundamentals,Video,High
1208,Classification,Machine Learning,0.0,11.37,0.0,20.81,None,3.42,Article,Reading,Beginner,13.24,18.04,6,1,0.0,15.66,96.59,Learn Fundamentals,Article,High
4688,Model Evaluation,Machine Learning,0.0,15.32,16.69,28.55,None,5.8,Video,Hands-on,Intermediate,0.39,53.67,6,1,2.81,32.41,92.06,Learn Fundamentals,Article,High
3025,JavaScript,Web Development,0.0,15.79,13.48,29.81,Beginner,2.31,Interactive Course,Visual,Advanced,34.77,23.85,5,1,8.13,46.62,92.57,Learn Fundamentals,Video,High
2080,Git/GitHub,Software Development,,50.35,27.0,20.43,Beginner,6.25,Video,Visual,Beginner,0.95,24.94,4,1,32.42,20.18,63.64,Learn Fundamentals,Video,High
1939,Linear Regression,Machine Learning,13.51,6.26,8.73,41.08,None,6.93,Video,Hands-on,Beginner,25.02,9.94,4,1,13.23,18.16,89.62,Learn Fundamentals,Article,High
1544,JavaScript,Web Development,4.68,31.6,55.39,12.22,Intermediate,16.49,Practice Questions,Hands-on,Intermediate,19.86,46.98,7,1,36.41,30.43,77.1,Learn Fundamentals,Article,High
86,React,Web Development,29.75,35.53,45.98,46.37,None,12.5,Practice Questions,Reading,Intermediate,33.06,49.08,4,1,42.74,47.06,65.27,Learn Fundamentals,Article,High
4104,Model Evaluation,Machine Learning,12.59,24.58,39.22,25.89,None,13.18,Article,Mixed,Intermediate,53.33,34.12,6,1,13.44,16.12,78.49,Learn Fundamentals,Video,High
155,Deployment,DevOps/Cloud,41.53,49.37,42.64,20.66,None,9.22,Documentation,Reading,Beginner,23.87,30.24,5,1,24.92,17.02,55.9,Learn Fundamentals,Article,High
4126,Model Evaluation,Machine Learning,39.94,52.09,15.02,50.84,Some Experience,3.36,Interactive Course,Mixed,Advanced,39.42,43.72,4,1,37.15,26.0,61.4,Learn Fundamentals,Video,High
4166,FastAPI,Backend Development,58.66,29.94,32.36,63.81,Some Experience,1.61,Interactive Course,Hands-on,Beginner,4.86,32.27,3,1,38.71,22.68,55.22,Learn Fundamentals,Article,High
3935,Linear Regression,Machine Learning,55.43,69.5,25.67,24.94,Some Experience,6.76,Practice Questions,Hands-on,Beginner,0.0,36.77,4,0,29.49,25.16,46.3,Learn Fundamentals,Article,High
1473,Linear Regression,Machine Learning,8.44,30.91,0.0,23.68,Beginner,2.64,Article,Hands-on,Advanced,9.87,30.34,5,1,5.94,35.74,86.51,Learn Fundamentals,Article,High
4751,Linear Regression,Machine Learning,32.33,50.24,17.54,46.62,None,5.38,Article,Mixed,Adaptive,25.36,16.4,6,1,0.0,22.66,65.26,Learn Fundamentals,Video,High
3371,Classification,Machine Learning,63.95,96.51,44.51,44.93,Some Experience,3.28,Project,Reading,Intermediate,1.4,40.5,3,0,75.56,17.88,30.17,Revision,Interactive Course,Medium
94,ML Fundamentals,Machine Learning,7.0,39.7,17.25,33.51,Some Experience,13.46,Practice Questions,Hands-on,Adaptive,29.55,28.71,7,1,31.1,11.24,81.14,Learn Fundamentals,Article,High
3970,Overfitting & Underfitting,Machine Learning,27.39,30.58,35.33,0.0,Beginner,7.26,Interactive Course,Reading,Beginner,0.16,23.67,3,1,20.74,11.63,70.07,Learn Fundamentals,Article,High
1635,ML Fundamentals,Machine Learning,26.7,2.58,19.6,18.67,Some Experience,13.8,Practice Questions,Reading,Advanced,16.73,31.58,5,1,6.75,14.4,81.96,Learn Fundamentals,Article,High
3002,HTML/CSS,Web Development,4.05,13.25,2.73,23.56,Some Experience,3.42,Video,Reading,Intermediate,5.15,31.32,6,1,38.03,18.58,93.45,Learn Fundamentals,Article,High
1295,Model Evaluation,Machine Learning,31.88,58.17,51.88,39.72,Some Experience,4.87,Interactive Course,Mixed,Beginner,29.0,25.12,5,1,45.01,18.82,56.23,Learn Fundamentals,Video,High
1486,Logistic Regression,Machine Learning,43.02,57.65,30.82,41.14,Some Experience,1.73,Video,Hands-on,Beginner,,47.26,3,1,55.93,28.27,55.03,Revision,Interactive Course,Medium
3582,Logistic Regression,Machine Learning,0.0,14.54,15.25,46.09,Beginner,9.61,Practice Questions,Visual,Adaptive,39.6,42.85,7,1,0.0,31.83,92.59,Learn Fundamentals,Video,High
1069,React,Web Development,26.07,37.08,0.9,21.37,None,7.24,Article,Reading,Adaptive,11.71,32.1,4,1,4.55,6.54,75.66,Learn Fundamentals,Article,High
1922,Clustering,Machine Learning,19.78,67.0,27.32,15.55,Advanced,3.63,Practice Questions,Hands-on,Adaptive,5.42,47.26,5,1,55.19,0.6,64.55,Learn Fundamentals,Article,High
4739,Classification,Machine Learning,0.0,0.0,7.56,13.13,Beginner,1.25,Video,Reading,Beginner,0.0,14.95,6,1,7.11,11.57,98.49,Learn Fundamentals,Article,High
740,Overfitting & Underfitting,Machine Learning,6.84,2.33,14.73,18.87,Beginner,5.41,Practice Questions,Visual,Beginner,21.48,29.0,5,1,10.41,33.08,92.94,Learn Fundamentals,Video,High
2629,Clustering,Machine Learning,7.82,1.39,13.83,29.72,Beginner,9.03,Project,Mixed,Intermediate,0.0,38.52,5,1,6.39,36.68,92.91,Learn Fundamentals,Video,High
2858,Deployment,DevOps/Cloud,24.51,44.74,44.43,42.17,Beginner,4.32,Interactive Course,Reading,Intermediate,27.92,36.72,5,1,34.69,22.9,65.44,Learn Fundamentals,Article,High
1761,Decision Trees,Machine Learning,34.49,21.71,24.04,24.59,Some Experience,1.38,Interactive Course,Reading,Adaptive,19.35,25.24,4,1,56.84,12.74,71.43,Learn Fundamentals,Article,High
163,Clustering,Machine Learning,,52.51,52.01,65.99,Beginner,3.57,Video,Mixed,Intermediate,58.15,52.0,2,0,49.19,40.14,41.24,Study Core Material,Video,Medium
2045,SQL/Databases,Backend Development,0.0,29.7,16.09,35.02,Some Experience,8.5,Practice Questions,Hands-on,Advanced,41.74,18.3,6,1,19.27,0.0,87.87,Learn Fundamentals,Article,High
3352,EDA,Data Science,53.17,31.75,21.58,8.22,Beginner,5.38,Interactive Course,Mixed,Advanced,13.17,27.31,2,1,16.91,21.96,59.58,Learn Fundamentals,Video,High
1120,ML Fundamentals,Machine Learning,0.0,0.0,0.0,26.6,Intermediate,3.19,Video,Visual,Beginner,26.51,25.39,7,1,1.79,12.85,100.0,Learn Fundamentals,Video,High
3165,Data Preprocessing,Machine Learning,3.06,1.52,26.61,40.31,None,7.48,Project,Visual,Beginner,47.64,24.64,5,1,11.45,21.33,92.7,Learn Fundamentals,Video,High
1203,FastAPI,Backend Development,19.49,33.73,25.3,22.08,Some Experience,2.22,Article,Hands-on,Adaptive,21.57,24.29,5,1,10.7,18.24,75.07,Learn Fundamentals,Article,High
2582,Git/GitHub,Software Development,41.76,56.27,53.83,13.58,Intermediate,3.34,Practice Questions,Mixed,Advanced,43.91,26.3,4,1,64.26,34.34,51.47,Revision,Practice Questions,Medium
1476,FastAPI,Backend Development,22.54,0.0,0.0,6.49,Beginner,1.86,Interactive Course,Visual,Beginner,25.93,9.62,5,1,0.0,2.86,88.73,Learn Fundamentals,Video,High
179,Decision Trees,Machine Learning,56.52,48.14,46.12,32.3,Beginner,4.93,Video,Visual,Adaptive,32.9,30.73,2,1,33.89,41.34,48.07,Learn Fundamentals,Video,High
1158,Data Preprocessing,Machine Learning,54.95,58.32,71.24,37.16,None,4.76,Practice Questions,Hands-on,Intermediate,2.91,37.82,3,1,63.59,13.91,40.78,Revision,Practice Questions,Medium
944,JavaScript,Web Development,0.0,1.78,11.97,4.91,Some Experience,1.04,Article,Visual,Adaptive,0.0,19.28,6,1,14.74,14.26,97.07,Learn Fundamentals,Video,High
2850,Logistic Regression,Machine Learning,1.1,16.71,52.46,4.22,Beginner,16.12,Practice Questions,Mixed,Advanced,14.91,5.81,5,1,16.31,2.22,83.94,Learn Fundamentals,Video,High
4454,Model Evaluation,Machine Learning,22.57,5.46,34.5,20.47,None,10.63,Interactive Course,Mixed,Adaptive,34.9,35.96,6,1,17.63,49.0,80.18,Learn Fundamentals,Video,High
4799,Decision Trees,Machine Learning,48.48,57.78,51.96,34.4,Some Experience,9.06,Interactive Course,Visual,Advanced,29.9,36.38,4,1,60.24,13.63,48.04,Revision,Video,Medium
1125,FastAPI,Backend Development,17.06,10.21,42.02,41.85,None,5.06,Video,Hands-on,Advanced,23.43,40.86,5,1,0.0,35.78,80.0,Learn Fundamentals,Article,High
3367,EDA,Data Science,0.0,0.0,15.7,12.68,Some Experience,6.3,Project,Visual,Beginner,22.59,17.94,6,1,0.0,22.84,96.86,Learn Fundamentals,Video,High
4534,Data Preprocessing,Machine Learning,0.51,38.94,0.0,36.76,Some Experience,1.96,Interactive Course,Hands-on,Adaptive,24.57,38.91,6,1,32.35,16.98,88.06,Learn Fundamentals,Article,High
2686,FastAPI,Backend Development,9.23,0.0,4.01,11.19,Beginner,4.45,Interactive Course,Reading,Intermediate,18.33,19.28,6,1,11.84,0.0,94.58,Learn Fundamentals,Article,High
227,HTML/CSS,Web Development,39.44,46.75,36.97,2.39,Advanced,2.4,Practice Questions,Visual,Beginner,0.0,22.15,3,1,43.85,13.41,58.86,Learn Fundamentals,Video,High
3591,ML Fundamentals,Machine Learning,56.81,9.76,24.35,11.58,Some Experience,4.1,Practice Questions,Visual,Intermediate,19.29,43.85,4,1,3.18,58.42,63.79,Learn Fundamentals,Video,High
1743,Decision Trees,Machine Learning,49.68,43.48,34.71,37.51,Intermediate,2.72,Article,Hands-on,Advanced,30.39,55.21,2,1,36.91,48.04,55.18,Learn Fundamentals,Article,High
3281,ML Fundamentals,Machine Learning,13.16,18.37,25.32,42.65,None,4.61,Video,Mixed,Beginner,19.25,44.28,5,1,7.96,7.4,82.84,Learn Fundamentals,Video,High
263,Classification,Machine Learning,15.66,41.42,47.33,52.31,None,11.16,Project,Visual,Adaptive,34.46,44.18,6,1,24.83,35.69,70.28,Learn Fundamentals,Video,High
262,Classification,Machine Learning,46.15,55.63,42.69,45.29,None,10.1,Interactive Course,Visual,Adaptive,37.03,42.45,4,1,31.32,7.31,51.7,Learn Fundamentals,Video,High
3329,ML Fundamentals,Machine Learning,29.21,5.47,22.43,6.13,Beginner,5.9,Video,Reading,Beginner,10.66,22.61,5,1,0.49,30.76,79.27,Learn Fundamentals,Article,High
4656,Deployment,DevOps/Cloud,32.73,0.0,30.09,9.25,None,3.79,Project,Visual,Advanced,4.85,17.2,3,1,1.45,26.21,77.61,Learn Fundamentals,Video,High
2349,SQL/Databases,Backend Development,93.2,50.86,25.78,53.58,Some Experience,10.83,Article,Mixed,Beginner,54.71,49.98,2,0,53.13,34.99,32.99,Study Core Material,Article,Medium
68,Overfitting & Underfitting,Machine Learning,33.41,42.84,46.42,37.52,None,11.73,Video,Hands-on,Adaptive,13.34,33.9,5,1,31.22,13.17,61.16,Learn Fundamentals,Article,High
977,Decision Trees,Machine Learning,37.01,11.78,24.45,6.29,Intermediate,4.41,Interactive Course,Mixed,Intermediate,23.35,17.38,2,1,0.73,26.58,73.07,Learn Fundamentals,Video,High
4741,Logistic Regression,Machine Learning,68.39,51.06,37.71,36.14,Some Experience,7.5,Article,Reading,Adaptive,29.6,60.1,2,0,40.67,25.96,42.94,Revision,Practice Questions,Medium
2134,Classification,Machine Learning,0.0,23.39,31.52,29.16,Beginner,8.37,Video,Mixed,Intermediate,27.1,42.59,6,1,7.23,22.67,86.68,Learn Fundamentals,Video,High
4127,FastAPI,Backend Development,0.0,14.44,24.57,26.14,Some Experience,10.48,Article,Visual,Adaptive,2.22,36.18,5,1,6.08,9.7,90.76,Learn Fundamentals,Video,High
3437,React,Web Development,10.79,0.21,39.55,25.3,None,7.67,Video,Hands-on,Intermediate,14.88,48.63,6,1,0.0,51.4,86.63,Learn Fundamentals,Article,High
3106,HTML/CSS,Web Development,36.87,42.68,37.28,47.54,None,11.09,Interactive Course,Reading,Intermediate,34.58,43.42,4,1,29.46,35.65,61.31,Learn Fundamentals,Article,High
4330,Data Preprocessing,Machine Learning,31.72,33.51,21.72,36.45,Some Experience,2.96,Video,Reading,Intermediate,6.31,42.75,5,1,25.07,9.15,69.75,Learn Fundamentals,Article,High
4877,Git/GitHub,Software Development,,25.31,2.03,32.5,Some Experience,4.7,Documentation,Visual,Adaptive,12.04,26.23,4,1,20.99,31.98,77.19,Learn Fundamentals,Video,High
4129,Model Evaluation,Machine Learning,0.0,0.0,18.69,0.73,Intermediate,5.65,Video,Reading,Adaptive,23.53,21.23,5,1,5.8,22.4,96.26,Learn Fundamentals,Article,High
2002,Decision Trees,Machine Learning,50.49,66.88,42.21,24.55,Some Experience,2.56,Video,Mixed,Beginner,21.67,32.73,5,1,70.78,3.93,46.25,Revision,Video,Medium
1734,Data Preprocessing,Machine Learning,41.7,15.55,41.12,46.2,Some Experience,7.38,Project,Reading,Intermediate,44.49,45.04,4,1,12.19,40.5,66.26,Learn Fundamentals,Article,High
4528,Deployment,DevOps/Cloud,38.16,49.1,38.08,11.73,Some Experience,4.08,Video,Hands-on,Advanced,13.09,16.75,4,1,42.99,9.65,58.57,Learn Fundamentals,Article,High
4734,REST APIs,Backend Development,40.69,30.75,10.24,40.81,Some Experience,5.47,Practice Questions,Mixed,Beginner,21.1,48.83,4,1,5.57,15.96,68.38,Learn Fundamentals,Video,High
162,Linear Regression,Machine Learning,16.16,6.36,52.78,2.08,Some Experience,4.84,Project,Mixed,Adaptive,55.63,36.9,6,1,37.38,22.34,79.45,Learn Fundamentals,Video,High
4730,SQL/Databases,Backend Development,24.04,39.52,17.03,25.54,Some Experience,2.86,Interactive Course,Mixed,Adaptive,36.24,32.68,6,1,31.86,25.54,72.72,Learn Fundamentals,Video,High
3092,EDA,Data Science,0.0,12.43,14.97,1.75,None,18.64,Video,Reading,Advanced,19.18,23.7,5,1,11.98,13.74,93.28,Learn Fundamentals,Article,High
3795,Classification,Machine Learning,71.16,31.84,39.61,8.32,Advanced,6.9,Documentation,Hands-on,Intermediate,20.69,31.96,3,1,29.75,21.24,46.95,Learn Fundamentals,Article,High
2584,REST APIs,Backend Development,10.56,33.31,31.93,22.17,None,5.44,Practice Questions,Hands-on,Intermediate,29.15,25.81,4,1,35.46,18.66,78.34,Learn Fundamentals,Article,High
247,Git/GitHub,Software Development,62.69,89.96,73.05,51.06,Intermediate,19.8,Video,Hands-on,Adaptive,38.09,50.91,3,0,52.28,45.77,27.06,Revision,Interactive Course,Medium
627,Deployment,DevOps/Cloud,7.84,23.66,43.21,14.55,Beginner,4.07,Video,Mixed,Advanced,27.11,44.26,5,1,24.28,23.2,80.34,Learn Fundamentals,Video,High
